"1000","6454"
"1000","7956"
"1000","9305"
"1000","8607"
"1000","7013"
"1000","6993"
"1000","6934"
"1001","3502"
"1001","8456"
"1001","9966"
"1001","6821"
"1001","2424"
"1001","6801"
"1001","7112"
"1002","3833"
"1002","8400"
"1002","9727"
"1002","9532"
"1002","8433"
"1002","9095"
"1002","8587"
"1003","8294"
"1003","4661"
"1003","9161"
"1003","8645"
"1003","7950"
"1003","8887"
"1003","8603"
"1004","4692"
"1004","7846"
"1004","7749"
"1004","6684"
"1004","6456"
"1004","3241"
"1004","3180"
"1005","6462"
"1005","4964"
"1005","3147"
"1005","3076"
"1005","2963"
"1005","2746"
"1005","2625"
"1006","5910"
"1006","3142"
"1006","2487"
"1006","2406"
"1006","2133"
"1006","2084"
"1006","1944"
"1007","8708"
"1007","1183"
"1007","3538"
"1007","3548"
"1007","6424"
"1007","5535"
"1007","5120"
"1008","1872"
"1008","8969"
"1008","5043"
"1008","4951"
"1008","4935"
"1008","4772"
"1008","4573"
"1009","2178"
"1009","8810"
"1009","4349"
"1009","4215"
"1009","4019"
"1009","3696"
"1009","1813"
"1010","6454"
"1010","7956"
"1010","9305"
"1010","8607"
"1010","7013"
"1010","6993"
"1010","6934"
"1011","3502"
"1011","8456"
"1011","9966"
"1011","6821"
"1011","2424"
"1011","6801"
"1011","7112"
"1012","3833"
"1012","8400"
"1012","9727"
"1012","9532"
"1012","8433"
"1012","9095"
"1012","8587"
"1013","8294"
"1013","4661"
"1013","9161"
"1013","8645"
"1013","7950"
"1013","8887"
"1013","8603"
"1014","4692"
"1014","7846"
"1014","7749"
"1014","6684"
"1014","6456"
"1014","3241"
"1014","3180"
"1015","6462"
"1015","4964"
"1015","3147"
"1015","3076"
"1015","2963"
"1015","2746"
"1015","2625"
"1016","5910"
"1016","3142"
"1016","2487"
"1016","2406"
"1016","2133"
"1016","2084"
"1016","1944"
"1017","8708"
"1017","1183"
"1017","3538"
"1017","3548"
"1017","6424"
"1017","5535"
"1017","5120"
"1018","1872"
"1018","8969"
"1018","5043"
"1018","4951"
"1018","4935"
"1018","4772"
"1018","4573"
"1019","2178"
"1019","8810"
"1019","4349"
"1019","4215"
"1019","4019"
"1019","3696"
"1019","1813"
"1020","6454"
"1020","7956"
"1020","9305"
"1020","8607"
"1020","7013"
"1020","6993"
"1020","6934"
"1021","3502"
"1021","8456"
"1021","9966"
"1021","6821"
"1021","2424"
"1021","6801"
"1021","7112"
"1022","3833"
"1022","8400"
"1022","9727"
"1022","9532"
"1022","8433"
"1022","9095"
"1022","8587"
"1023","8294"
"1023","4661"
"1023","9161"
"1023","8645"
"1023","7950"
"1023","8887"
"1023","8603"
"1024","4692"
"1024","7846"
"1024","7749"
"1024","6684"
"1024","6456"
"1024","3241"
"1024","3180"
"1025","6462"
"1025","4964"
"1025","3147"
"1025","3076"
"1025","2963"
"1025","2746"
"1025","2625"
"1026","5910"
"1026","3142"
"1026","2487"
"1026","2406"
"1026","2133"
"1026","2084"
"1026","1944"
"1027","8708"
"1027","1183"
"1027","3538"
"1027","3548"
"1027","6424"
"1027","5535"
"1027","5120"
"1028","1872"
"1028","8969"
"1028","5043"
"1028","4951"
"1028","4935"
"1028","4772"
"1028","4573"
"1029","2178"
"1029","8810"
"1029","4349"
"1029","4215"
"1029","4019"
"1029","3696"
"1029","1813"
"1030","6454"
"1030","7956"
"1030","9305"
"1030","8607"
"1030","7013"
"1030","6993"
"1030","6934"
"1031","3502"
"1031","8456"
"1031","9966"
"1031","6821"
"1031","2424"
"1031","6801"
"1031","7112"
"1032","3833"
"1032","8400"
"1032","9727"
"1032","9532"
"1032","8433"
"1032","9095"
"1032","8587"
"1033","8294"
"1033","4661"
"1033","9161"
"1033","8645"
"1033","7950"
"1033","8887"
"1033","8603"
"1034","4692"
"1034","7846"
"1034","7749"
"1034","6684"
"1034","6456"
"1034","3241"
"1034","3180"
"1035","6462"
"1035","4964"
"1035","3147"
"1035","3076"
"1035","2963"
"1035","2746"
"1035","2625"
"1036","5910"
"1036","3142"
"1036","2487"
"1036","2406"
"1036","2133"
"1036","2084"
"1036","1944"
"1037","8708"
"1037","1183"
"1037","3538"
"1037","3548"
"1037","6424"
"1037","5535"
"1037","5120"
"1038","1872"
"1038","8969"
"1038","5043"
"1038","4951"
"1038","4935"
"1038","4772"
"1038","4573"
"1039","2178"
"1039","8810"
"1039","4349"
"1039","4215"
"1039","4019"
"1039","3696"
"1039","1813"
"1040","6454"
"1040","7956"
"1040","9305"
"1040","8607"
"1040","7013"
"1040","6993"
"1040","6934"
"1041","3502"
"1041","8456"
"1041","9966"
"1041","6821"
"1041","2424"
"1041","6801"
"1041","7112"
"1042","3833"
"1042","8400"
"1042","9727"
"1042","9532"
"1042","8433"
"1042","9095"
"1042","8587"
"1043","8294"
"1043","4661"
"1043","9161"
"1043","8645"
"1043","7950"
"1043","8887"
"1043","8603"
